center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
2,15.0,,575,575,0,,,,,,,,,,c+2,poss,100,left,1.329786125003011,None,None,,,,,,,,,,,0,575,575,156,1495.7995724580032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.7941779169996,1495.7995724580032,1496.2852290829978,1496.2852290829978,1496.3603101669942,1496.3603101669942,1497.1341187080034,left,1.329786125003011,None,1497.1342424579998,1497.134285458007,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,576,576,0,,,,,,,,,,c-4,noss,0,left,1.0750264170055743,None,None,,,,,,,,,,,0,576,576,705,1497.159776499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.136233582998,1497.159776499997,1497.6361762499946,1497.6361762499946,1497.7102989170016,1497.7102989170016,1498.2461338750072,left,1.0750264170055743,None,1498.2463779169993,1498.246468499994,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,577,577,0,,,,,,,,,,c-8,negs,100,left,1.191702666998026,None,None,,,,,,,,,,,0,577,577,372,1498.2573271670044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.248908750007,1498.2573271670044,1498.7431550830006,1498.7431550830006,1498.815232208006,1498.815232208006,1499.4524271670016,left,1.191702666998026,None,1499.4525521670075,1499.4526089579958,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,578,578,0,,,,,,,,,,c+2,poss,100,right,1.3492489580094116,None,None,,,,,,,,,,,0,578,578,147,1499.4627701670033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.4547792500016,1499.4627701670033,1499.952037707997,1499.952037707997,1500.0270150829965,1500.0270150829965,1500.8174903749969,right,1.3492489580094116,None,1500.8176253329948,1500.8176825000046,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,579,579,0,,,,,,,,,,c+4,poss,100,right,1.0795530420000432,None,None,,,,,,,,,,,0,579,579,174,1500.8434125830026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.8198632500062,1500.8434125830026,1501.3190469580077,1501.3190469580077,1501.3938485420003,1501.3938485420003,1501.9288762919969,right,1.0795530420000432,None,1501.9289773749988,1501.9290208329985,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,580,580,0,,,,,,,,,,c+8,poss,100,right,1.0476512080058455,None,None,,,,,,,,,,,0,580,580,334,1501.9392222079987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.9309748330052,1501.9392222079987,1502.4265964580045,1502.4265964580045,1502.4989940000014,1502.4989940000014,1502.9967632080006,right,1.0476512080058455,None,1502.9969140420071,1502.9969763329937,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,581,581,0,,,,,,,,,,c+2,poss,100,left,1.109584999998333,None,None,,,,,,,,,,,0,581,581,137,1503.0082391249962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503.000041667001,1503.0082391249962,1503.4933613329995,1503.4933613329995,1503.5661621249965,1503.5661621249965,1504.1294810000036,left,1.109584999998333,None,1504.1296079999956,1504.1296620419962,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,582,582,0,,,,,,,,,,c-4,negs,100,right,1.2375567919953028,None,None,,,,,,,,,,,0,582,582,483,1504.1399432499966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.1318453750064,1504.1399432499966,1504.6265897500052,1504.6265897500052,1504.6996958330055,1504.6996958330055,1505.3804156670012,right,1.2375567919953028,None,1505.380624000005,1505.3807196250054,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,15.0,,583,583,0,,,,,,,,,,c-2,poss,100,left,1.1053852499899222,None,None,,,,,,,,,,,0,583,583,28,1505.3916636249996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505.3831918330034,1505.3916636249996,1505.876712958001,1505.876712958001,1505.9498137080009,1505.9498137080009,1506.502104457999,left,1.1053852499899222,None,1506.5022323329977,1506.5022965000026,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,584,584,0,,,,,,,,,,c+2,negs,100,right,0.9893727080052486,None,None,,,,,,,,,,,0,584,584,656,1506.5128309170032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.5044194169968,1506.5128309170032,1507.0031582500014,1507.0031582500014,1507.0775709170048,1507.0775709170048,1507.512709833005,right,0.9893727080052486,None,1507.512866500001,1507.5129224170014,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,585,585,0,,,,,,,,,,c-4,noss,0,left,0.9478077499952633,None,None,,,,,,,,,,,0,585,585,683,1507.5239611250072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.5156377919993,1507.5239611250072,1508.0101183330044,1508.0101183330044,1508.0825349169972,1508.0825349169972,1508.479406749997,left,0.9478077499952633,None,1508.4795410000006,1508.479595542005,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,586,586,0,,,,,,,,,,c+6,poss,100,right,0.9231047500070417,None,None,,,,,,,,,,,0,586,586,246,1508.4894559169988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.4815644580012,1508.4894559169988,1508.9767028749993,1508.9767028749993,1509.0491663750072,1509.0491663750072,1509.4178303330045,right,0.9231047500070417,None,1509.4179520830003,1509.418005833002,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,587,587,0,,,,,,,,,,c+2,negs,100,right,1.0577265419997275,None,None,,,,,,,,,,,0,587,587,668,1509.443794208004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509.4201482919962,1509.443794208004,1509.918927832994,1509.918927832994,1509.994076916999,1509.994076916999,1510.5128369999948,right,1.0577265419997275,None,1510.5129622080058,1510.5130315420029,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,588,588,0,,,,,,,,,,c-4,negs,100,left,1.1929701670014765,None,None,,,,,,,,,,,0,588,588,476,1510.5233426669947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.515057500008,1510.5233426669947,1511.0102805419956,1511.0102805419956,1511.0826519170005,1511.0826519170005,1511.7190966249982,left,1.1929701670014765,None,1511.7191960830023,1511.7192440419967,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,589,589,0,,,,,,,,,,c+8,poss,100,right,1.1492075829883106,None,None,,,,,,,,,,,0,589,589,304,1511.729420583004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.7211532500005,1511.729420583004,1512.220103666994,1512.220103666994,1512.2939145420023,1512.2939145420023,1512.8951953330034,right,1.1492075829883106,None,1512.8953045830058,1512.8953466250023,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,590,590,0,,,,,,,,,,c+0,poss,100,left,1.4001740000094287,None,None,,,,,,,,,,,0,590,590,111,1512.902711958006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.8972636250037,1512.902711958006,1513.3935770000026,1513.3935770000026,1513.466125208004,1513.466125208004,1514.3129162920013,left,1.4001740000094287,None,1514.313046125004,1514.3131065419948,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,591,591,0,,,,,,,,,,c-2,noss,0,left,1.1484325829951558,None,None,,,,,,,,,,,0,591,591,783,1514.323359916998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.3154927079959,1514.323359916998,1514.810250625007,1514.810250625007,1514.882529500006,1514.882529500006,1515.4798252919936,left,1.1484325829951558,None,1515.479949958004,1515.4800049580008,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,592,592,0,,,,,,,,,,c-6,negs,100,left,1.3059682499879273,None,None,,,,,,,,,,,0,592,592,429,1515.489979166996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.4820275419988,1515.489979166996,1515.977118792005,1515.977118792005,1516.0489659170053,1516.0489659170053,1516.802591874999,left,1.3059682499879273,None,1516.8026928749969,1516.8027357080064,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,593,593,0,,,,,,,,,,c+6,poss,100,right,1.2161753340042196,None,None,,,,,,,,,,,0,593,593,269,1516.8129662500069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.804698458007,1516.8129662500069,1517.3034894999946,1517.3034894999946,1517.3776500000022,1517.3776500000022,1518.0350709999984,right,1.2161753340042196,None,1518.0351924579954,1518.0352481249938,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,594,594,0,,,,,,,,,,c+6,poss,100,right,1.142167708996567,None,None,,,,,,,,,,,0,594,594,249,1518.0460351250003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.037709624994,1518.0460351250003,1518.536609416995,1518.536609416995,1518.6110400830003,1518.6110400830003,1519.1969745000024,right,1.142167708996567,None,1519.197117374999,1519.1971722920061,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,15.0,,595,595,0,,,,,,,,,,c-2,poss,100,left,1.1701519579946762,None,None,,,,,,,,,,,0,595,595,31,1519.2076812920059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519.1994198749962,1519.2076812920059,1519.6939395000009,1519.6939395000009,1519.766034207998,1519.766034207998,1520.3803439170078,left,1.1701519579946762,None,1520.3804961250062,1520.3805504580014,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,596,596,0,,,,,,,,,,c+4,poss,100,right,1.1667237079964252,None,None,,,,,,,,,,,0,596,596,191,1520.391483708001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.3833312080023,1520.391483708001,1520.8773094999997,1520.8773094999997,1520.9501127920012,1520.9501127920012,1521.5634189579941,right,1.1667237079964252,None,1521.5635727919944,1521.5636244580019,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,597,597,0,,,,,,,,,,c-8,negs,100,left,1.2030648750078399,None,None,,,,,,,,,,,0,597,597,341,1521.5746897919962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.566563332999,1521.5746897919962,1522.0607689170065,1522.0607689170065,1522.1325862919985,1522.1325862919985,1522.7804815420022,left,1.2030648750078399,None,1522.7806147500014,1522.780670500004,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,598,598,0,,,,,,,,,,c-1,noss,0,left,1.2501921670045704,None,None,,,,,,,,,,,0,598,598,821,1522.7911574170066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.7829546250068,1522.7911574170066,1523.2772237920071,1523.2772237920071,1523.350616292002,1523.350616292002,1524.0467381249982,left,1.2501921670045704,None,1524.0468465420054,1524.0468957500052,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,599,599,0,,,,,,,,,,c+0,negs,100,right,1.1223620840028161,None,None,,,,,,,,,,,0,599,599,569,1524.056817458004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.0488386669967,1524.056817458004,1524.5441599999976,1524.5441599999976,1524.615918500007,1524.615918500007,1525.1852664170074,right,1.1223620840028161,None,1525.185504208006,1525.1856121249948,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,-15.0,,600,600,0,,,,,,,,,,c-2,negs,100,right,1.3514619170018705,None,None,,,,,,,,,,,0,600,600,537,1525.1965019169947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.1880151250007,1525.1965019169947,1525.6865257499958,1525.6865257499958,1525.761278625003,1525.761278625003,1526.5526582079983,right,1.3514619170018705,None,1526.552783041996,1526.5528388330058,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,601,601,0,,,,,,,,,,c+0,negs,100,right,1.2642458749905927,None,None,,,,,,,,,,,0,601,601,611,1526.5633050830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.554922125004,1526.5633050830002,1527.0525005000018,1527.0525005000018,1527.1280182080009,1527.1280182080009,1527.8300254580026,right,1.2642458749905927,None,1527.8301287499999,1527.8301710830056,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,602,602,0,,,,,,,,,,c-2,noss,0,left,1.129083667008672,None,None,,,,,,,,,,,0,602,602,736,1527.8400504579986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.8321060420058,1527.8400504579986,1528.3274865829953,1528.3274865829953,1528.399753208003,1528.399753208003,1528.9803038330065,left,1.129083667008672,None,1528.980471666997,1528.9805249580022,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,603,603,0,,,,,,,,,,c+1,noss,0,left,1.5392984579957556,None,None,,,,,,,,,,,0,603,603,870,1528.991499417003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.9831835830046,1528.991499417003,1529.4775879580047,1529.4775879580047,1529.5508760000012,1529.5508760000012,1530.5362811669984,left,1.5392984579957556,None,1530.5364120829981,1530.5364666250025,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,604,604,0,,,,,,,,,,c+2,poss,100,left,1.26590812500217,None,None,,,,,,,,,,,0,604,604,151,1530.5468354580007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.538542333008,1530.5468354580007,1531.036832375008,1531.036832375008,1531.111531583003,1531.111531583003,1531.8202806669942,left,1.26590812500217,None,1531.820421250006,1531.8204767920033,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,605,605,0,,,,,,,,,,c-2,noss,0,left,1.1146466250065714,None,None,,,,,,,,,,,0,605,605,747,1531.8306097920067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.822741582997,1531.8306097920067,1532.3208516670056,1532.3208516670056,1532.3948241249964,1532.3948241249964,1532.9481432079992,left,1.1146466250065714,None,1532.9483198330054,1532.9483773750035,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,606,606,0,,,,,,,,,,c-8,negs,100,left,1.1567378339968855,None,None,,,,,,,,,,,0,606,606,378,1532.9589279580032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.950661457995,1532.9589279580032,1533.4442937079948,1533.4442937079948,1533.5166222500047,1533.5166222500047,1534.119199707995,left,1.1567378339968855,None,1534.1193220829955,1534.1193774579951,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,607,607,0,,,,,,,,,,c+2,negs,100,right,1.2169625419919612,None,None,,,,,,,,,,,0,607,607,671,1534.1302223750026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.1219853750008,1534.1302223750026,1534.6198290829998,1534.6198290829998,1534.6947790420018,1534.6947790420018,1535.3520218330013,right,1.2169625419919612,None,1535.3521461669952,1535.3522009579974,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,0.0,,608,608,0,,,,,,,,,,c+2,noss,0,right,1.1380277919961372,None,None,,,,,,,,,,,0,608,608,898,1535.3778962919969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535.3542787919941,1535.3778962919969,1535.853234083006,1535.853234083006,1535.928448832994,1535.928448832994,1536.5187150420024,right,1.1380277919961372,None,1536.5188574999993,1536.5189131250008,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,609,609,0,,,,,,,,,,c-1,noss,0,left,1.255539708014112,None,None,,,,,,,,,,,0,609,609,787,1536.5301722920049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.5212595830017,1536.5301722920049,1537.0202952920008,1537.0202952920008,1537.0951908329953,1537.0951908329953,1537.7975565000015,left,1.255539708014112,None,1537.7977301669962,1537.7977936669995,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,610,610,0,,,,,,,,,,c+2,negs,100,right,0.987888165996992,None,None,,,,,,,,,,,0,610,610,659,1537.809535291999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.8008997920042,1537.809535291999,1538.2937272079944,1538.2937272079944,1538.3679821670012,1538.3679821670012,1538.802245042003,right,0.987888165996992,None,1538.8023715420059,1538.802424667003,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,611,611,0,,,,,,,,,,c+2,negs,100,right,1.0264199580124114,None,None,,,,,,,,,,,0,611,611,631,1538.8280417080023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.8044523750068,1538.8280417080023,1539.3036817080065,1539.3036817080065,1539.3785082920003,1539.3785082920003,1539.8644001249995,right,1.0264199580124114,None,1539.864666166999,1539.864762833,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,612,612,0,,,,,,,,,,c+0,negs,100,right,1.2053354579984443,None,None,,,,,,,,,,,0,612,612,600,1539.8756661250009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.8671871670012,1539.8756661250009,1540.3613048750049,1540.3613048750049,1540.4340972080026,1540.4340972080026,1541.0856851250064,right,1.2053354579984443,None,1541.0857847920051,1541.0858267079966,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,613,613,0,,,,,,,,,,c-8,negs,100,left,1.2138303750107298,None,None,,,,,,,,,,,0,613,613,339,1541.1113197500017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.0877712919973,1541.1113197500017,1541.5868560830058,1541.5868560830058,1541.661797957997,1541.661797957997,1542.330571749997,left,1.2138303750107298,None,1542.3306991670033,1542.3307533330008,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,-15.0,,614,614,0,,,,,,,,,,c-2,negs,100,right,1.0477911249909084,None,None,,,,,,,,,,,0,614,614,541,1542.3409542920053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.332741416998,1542.3409542920053,1542.8271728330074,1542.8271728330074,1542.900534833003,1542.900534833003,1543.3975889170033,right,1.0477911249909084,None,1543.397752583005,1543.3978110829994,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,615,615,0,,,,,,,,,,c+8,poss,100,right,1.472221999996691,None,None,,,,,,,,,,,0,615,615,310,1543.408512874994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.4003970830017,1543.408512874994,1543.8947019999978,1543.8947019999978,1543.9684129169982,1543.9684129169982,1544.8853658329972,right,1.472221999996691,None,1544.8854672079979,1544.8855092079975,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
