center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-6.75,-15.0,,442,442,0,,,,,,,,,,m3,negs,100,left,0.9242699999958859,None,None,,,,,,,,,,,0,442,442,314,585.2671944579997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.2434995000003,585.2671944579997,585.7427297079994,585.7427297079994,585.817710166004,585.817710166004,586.2021376249977,left,0.9242699999958859,None,586.2021980830032,586.2022225830005,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,443,443,0,,,,,,,,,,m1,negs,100,left,1.0823374999963562,None,None,,,,,,,,,,,0,443,443,397,586.2112353749981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.2036964159997,586.2112353749981,586.7004663749976,586.7004663749976,586.7725356660012,586.7725356660012,587.3031181659971,left,1.0823374999963562,None,587.3032427500002,587.3032979580021,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,444,444,0,,,,,,,,,,p2,negs,100,left,1.0039557090058224,None,None,,,,,,,,,,,0,444,444,503,587.3132407500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.3052255410003,587.3132407500016,587.8005165409995,587.8005165409995,587.8735263749986,587.8735263749986,588.3198377910012,left,1.0039557090058224,None,588.3199620410014,588.3200179580017,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,445,445,0,,,,,,,,,,p3,poss,100,left,0.9639485000006971,None,None,,,,,,,,,,,0,445,445,240,588.3299385409991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.3219700830014,588.3299385409991,588.817233875001,588.817233875001,588.8890935000018,588.8890935000018,589.3029910409969,left,0.9639485000006971,None,589.3030941250036,589.3031376250001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,446,446,0,,,,,,,,,,m1,negs,100,left,1.0506370829971274,None,None,,,,,,,,,,,0,446,446,367,589.3131772080014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.3050649159995,589.3131772080014,589.8005208750037,589.8005208750037,589.8731043329972,589.8731043329972,590.3694218750024,left,1.0506370829971274,None,590.369520332999,590.3695621660008,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,447,447,0,,,,,,,,,,p3,negs,100,right,1.5106481659968267,None,None,,,,,,,,,,,0,447,447,551,590.379678958001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.3714702500001,590.379678958001,590.8673527080027,590.8673527080027,590.9391257079988,590.9391257079988,591.8928964160004,right,1.5106481659968267,None,591.8930217500019,591.8930770000006,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,448,448,0,,,,,,,,,,p1,poss,100,right,1.0565265420009382,None,None,,,,,,,,,,,0,448,448,182,591.9032935409996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.8949973330018,591.9032935409996,592.3938962910033,592.3938962910033,592.4678368750028,592.4678368750028,592.970046082999,right,1.0565265420009382,None,592.970198832998,592.9702494579979,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,449,449,0,,,,,,,,,,p1,negs,100,right,1.2636229159979848,None,None,,,,,,,,,,,0,449,449,446,592.9812073330031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.9730367079974,592.9812073330031,593.4676678329997,593.4676678329997,593.539258165998,593.539258165998,594.2534774160013,right,1.2636229159979848,None,594.2536140000011,594.2536729580024,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.0,0.0,,450,450,0,,,,,,,,,,p3,noss,0,right,1.14820362500177,None,None,,,,,,,,,,,0,450,450,692,594.264208790999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.2559461249984,594.264208790999,594.7506982909981,594.7506982909981,594.8228006659992,594.8228006659992,595.4207885830037,right,1.14820362500177,None,595.4209231249988,595.4209808329979,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,451,451,0,,,,,,,,,,m1,negs,100,right,1.1825035000001662,None,None,,,,,,,,,,,0,451,451,390,595.4312792080018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.4232141660032,595.4312792080018,595.9175082080037,595.9175082080037,595.9907919999969,595.9907919999969,596.6201292499973,right,1.1825035000001662,None,596.6202384159988,596.6202827079978,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,452,452,0,,,,,,,,,,PSE,negs,100,right,1.7645233750008629,None,None,,,,,,,,,,,0,452,452,439,596.6303869160038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.6221776250022,596.6303869160038,597.1174982500015,597.1174982500015,597.1899360829993,597.1899360829993,598.4035706249997,right,1.7645233750008629,None,598.4037024159989,598.4037587909988,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,453,453,0,,,,,,,,,,p1,negs,100,left,1.4820824169946718,None,None,,,,,,,,,,,0,453,453,473,598.4140783330004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.4060130830039,598.4140783330004,598.9008868329984,598.9008868329984,598.9732293749985,598.9732293749985,599.903734958003,left,1.4820824169946718,None,599.9038588330004,599.9039137500004,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,454,454,0,,,,,,,,,,PSE,negs,100,left,1.0545109160011634,None,None,,,,,,,,,,,0,454,454,418,599.9140147910002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.9061511250038,599.9140147910002,600.4010306249984,600.4010306249984,600.4734041249976,600.4734041249976,600.9716783749973,left,1.0545109160011634,None,600.9718218330017,600.9718802080024,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-1.0,0.0,,455,455,0,,,,,,,,,,m2,noss,0,left,1.2480604160009534,None,None,,,,,,,,,,,0,455,455,592,600.9821582910008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.9740409160004,600.9821582910008,601.466919749997,601.466919749997,601.5407481250004,601.5407481250004,602.2368730829985,left,1.2480604160009534,None,602.236992625003,602.237046125003,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-0.5,0.0,,456,456,0,,,,,,,,,,m1,noss,0,left,1.0943205000003218,None,None,,,,,,,,,,,0,456,456,611,602.2473705000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.2394756249996,602.2473705000011,602.7343753329988,602.7343753329988,602.8063741660008,602.8063741660008,603.3442065830022,left,1.0943205000003218,None,603.3443259159976,603.3443795830026,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,457,457,0,,,,,,,,,,p1,negs,100,left,1.1513636250019772,None,None,,,,,,,,,,,0,457,457,476,603.3543284159969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.3465645830001,603.3543284159969,603.8430466659993,603.8430466659993,603.9185222910019,603.9185222910019,604.5091975000032,left,1.1513636250019772,None,604.5092379580019,604.5092532080016,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,458,458,0,,,,,,,,,,p1,negs,100,left,1.0842962919996353,None,None,,,,,,,,,,,0,458,458,449,604.5174950410001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.5099502079975,604.5174950410001,605.0107478330028,605.0107478330028,605.0849658329971,605.0849658329971,605.6043655829999,left,1.0842962919996353,None,605.6046158329991,605.6047034160001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,459,459,0,,,,,,,,,,m1,poss,100,left,0.9528358339957776,None,None,,,,,,,,,,,0,459,459,113,605.6152382910004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.6071355410022,605.6152382910004,606.1010965410023,606.1010965410023,606.174006125002,606.174006125002,606.5706811659984,left,0.9528358339957776,None,606.5708087500025,606.5708647499996,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,460,460,0,,,,,,,,,,m2,negs,100,left,0.9574392499998794,None,None,,,,,,,,,,,0,460,460,336,606.5808053750006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.572878166,606.5808053750006,607.0680742499972,607.0680742499972,607.1409257909982,607.1409257909982,607.5422129580038,left,0.9574392499998794,None,607.5423410410003,607.5423967079987,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,461,461,0,,,,,,,,,,PSE,poss,100,left,1.4963119589956477,None,None,,,,,,,,,,,0,461,461,144,607.5681313329987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.5443153329979,607.5681313329987,608.0440414999975,608.0440414999975,608.1185066250036,608.1185066250036,609.0703293749975,left,1.4963119589956477,None,609.0704280409991,609.070471291001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,462,462,0,,,,,,,,,,m3,negs,100,left,1.1516390839969972,None,None,,,,,,,,,,,0,462,462,293,609.0803346250032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.0723712079998,609.0803346250032,609.5679414580009,609.5679414580009,609.6403531250035,609.6403531250035,610.2372726660033,left,1.1516390839969972,None,610.237397416,610.2374529579974,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.0,0.0,,463,463,0,,,,,,,,,,m3,noss,0,left,1.278004833999148,None,None,,,,,,,,,,,0,463,463,560,610.247891250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.2398194580019,610.247891250001,610.7345822080024,610.7345822080024,610.8071245000028,610.8071245000028,611.5372018749986,left,1.278004833999148,None,611.5373256250023,611.5373797909997,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,464,464,0,,,,,,,,,,p2,negs,100,left,1.454627500002971,None,None,,,,,,,,,,,0,464,464,497,611.547494749997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.5395481660016,611.547494749997,612.0347315000035,612.0347315000035,612.1070633330019,612.1070633330019,613.0045963329976,left,1.454627500002971,None,613.0047298330028,613.0047937080017,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,465,465,0,,,,,,,,,,p2,poss,100,right,1.2725993749991176,None,None,,,,,,,,,,,0,465,465,222,613.0148517499983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.0068777499982,613.0148517499983,613.5014793329974,613.5014793329974,613.5746007499984,613.5746007499984,614.2936699580023,right,1.2725993749991176,None,614.2938219999996,614.2938765409999,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,466,466,0,,,,,,,,,,PSE,poss,100,left,1.109552125002665,None,None,,,,,,,,,,,0,466,466,136,614.3044904159979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.2968920830026,614.3044904159979,614.7938224579993,614.7938224579993,614.8686622500027,614.8686622500027,615.4209798750016,left,1.109552125002665,None,615.421103916,615.4211590409977,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,467,467,0,,,,,,,,,,p1,poss,100,right,1.1132202500011772,None,None,,,,,,,,,,,0,467,467,168,615.4311906250005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.4231297079968,615.4311906250005,615.9176591659998,615.9176591659998,615.990918083,615.990918083,616.5543007910019,right,1.1132202500011772,None,616.5544312080019,616.5545046659972,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,468,468,0,,,,,,,,,,m2,negs,100,left,1.3578631660057,None,None,,,,,,,,,,,0,468,468,321,616.5643945409975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.5566117909984,616.5643945409975,617.0515776660031,617.0515776660031,617.1240919159973,617.1240919159973,617.9274085409997,left,1.3578631660057,None,617.9275354580022,617.9275957909995,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,469,469,0,,,,,,,,,,m2,negs,100,left,1.0813320419983938,None,None,,,,,,,,,,,0,469,469,338,617.9379199579998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.9296595830019,617.9379199579998,618.4270846250001,618.4270846250001,618.5020835410032,618.5020835410032,619.022209499999,left,1.0813320419983938,None,619.0223585409985,619.0224357080006,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-1.0,0.0,,470,470,0,,,,,,,,,,m2,noss,0,left,1.3105165830056649,None,None,,,,,,,,,,,0,470,470,596,619.0331076250004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.0247836249982,619.0331076250004,619.5182358329985,619.5182358329985,619.5904493330017,619.5904493330017,620.355173916003,left,1.3105165830056649,None,620.3553208329977,620.3553819579975,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.0,0.0,,471,471,0,,,,,,,,,,m3,noss,0,left,0.9629139159951592,None,None,,,,,,,,,,,0,471,471,573,620.3662675000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.3578045000031,620.3662675000014,620.8515844580033,620.8515844580033,620.9240115830034,620.9240115830034,621.3381477910007,left,0.9629139159951592,None,621.3383047500029,621.3383615830026,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,472,472,0,,,,,,,,,,m3,poss,100,left,1.3953289589990163,None,None,,,,,,,,,,,0,472,472,36,621.3492269159979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.3410516660006,621.3492269159979,621.835154583001,621.835154583001,621.9070322499974,621.9070322499974,622.7549243329995,left,1.3953289589990163,None,622.7550997080034,622.7551664580023,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,473,473,0,,,,,,,,,,m1,poss,100,right,1.9018737920050626,None,None,,,,,,,,,,,0,473,473,119,622.7665032079967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.758116791003,622.7665032079967,623.251957708002,623.251957708002,623.3238995409993,623.3238995409993,624.6711582499993,right,1.9018737920050626,None,624.6712847910021,624.6713401250017,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,474,474,0,,,,,,,,,,p3,negs,100,right,1.066076791001251,None,None,,,,,,,,,,,0,474,474,521,624.6813837500013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.6734930410021,624.6813837500013,625.1684605409973,625.1684605409973,625.2414949160011,625.2414949160011,625.7549609999987,right,1.066076791001251,None,625.7551073750001,625.7551684999999,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,475,475,0,,,,,,,,,,p2,poss,100,right,0.9621010830014711,None,None,,,,,,,,,,,0,475,475,236,625.7653439159985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.7573278749987,625.7653439159985,626.2517599580024,626.2517599580024,626.3240577910037,626.3240577910037,626.7375542500013,right,0.9621010830014711,None,626.7376673749968,626.7377123749975,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,476,476,0,,,,,,,,,,m3,negs,100,left,1.1493175840005279,None,None,,,,,,,,,,,0,476,476,304,626.7476827909995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.7396698750017,626.7476827909995,627.2354349160014,627.2354349160014,627.3074504160031,627.3074504160031,627.9048852499982,left,1.1493175840005279,None,627.9050363749993,627.9050966249997,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,477,477,0,,,,,,,,,,PSE,negs,100,right,1.2623531249992084,None,None,,,,,,,,,,,0,477,477,412,627.916052833003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.9078996660028,627.916052833003,628.4020044999997,628.4020044999997,628.4750968750013,628.4750968750013,629.187995207998,right,1.2623531249992084,None,629.1881219580027,629.1881795000008,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,478,478,0,,,,,,,,,,m2,poss,100,right,1.1045403749958496,None,None,,,,,,,,,,,0,478,478,73,629.198406208001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.1904139160033,629.198406208001,629.6853940000001,629.6853940000001,629.7575549579997,629.7575549579997,630.3061649160009,right,1.1045403749958496,None,630.3063152910036,630.3063748749992,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,479,479,0,,,,,,,,,,m1,poss,100,right,1.0026906249986496,None,None,,,,,,,,,,,0,479,479,117,630.3169053750025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.3088173330034,630.3169053750025,630.8020901249984,630.8020901249984,630.8745871659994,630.8745871659994,631.3225520830019,right,1.0026906249986496,None,631.3227140000017,631.3227809160016,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,480,480,0,,,,,,,,,,m1,negs,100,left,1.1691381669952534,None,None,,,,,,,,,,,0,480,480,389,631.3332104579968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.3249309160019,631.3332104579968,631.8186735830022,631.8186735830022,631.8906186250024,631.8906186250024,632.505128249999,left,1.1691381669952534,None,632.5052765,632.5053366249995,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,481,481,0,,,,,,,,,,PSE,negs,100,left,1.0370386249996955,None,None,,,,,,,,,,,0,481,481,437,632.5156627079996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.507477500003,632.5156627079996,633.0020696659994,633.0020696659994,633.0742506250026,633.0742506250026,633.5552564160025,left,1.0370386249996955,None,633.5554541660022,633.5555435409988,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,482,482,0,,,,,,,,,,p2,negs,100,left,1.1025797909969697,None,None,,,,,,,,,,,0,482,482,493,633.566426874997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.5578794160028,633.566426874997,634.0522022500008,634.0522022500008,634.1244274159981,634.1244274159981,634.6717920829979,left,1.1025797909969697,None,634.6719482080007,634.6719997499968,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,483,483,0,,,,,,,,,,m1,poss,100,left,1.0472869590012124,None,None,,,,,,,,,,,0,483,483,81,634.682632707998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.674514833001,634.682632707998,635.1688769160028,635.1688769160028,635.2412459999978,635.2412459999978,635.7380553749972,left,1.0472869590012124,None,635.7381537909969,635.7381969580019,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.0,0.0,,484,484,0,,,,,,,,,,PSE,noss,0,left,1.6891953340018517,None,None,,,,,,,,,,,0,484,484,633,635.7484085000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.7400866250027,635.7484085000033,636.2347446249987,636.2347446249987,636.3091115409989,636.3091115409989,637.4430649159985,left,1.6891953340018517,None,637.443160916002,637.4432049579991,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
