center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-4,0.0,,374,374,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.2701989590423182,None,None,,,,,,,,,,,0,374,374,525,782.1686208330211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.160193165997,782.1686208330211,782.9081392910448,782.9081392910448,782.9081392910448,782.9826103750383,782.9826103750383,782.9826103750383,783.4501369160134,z,1.2701989590423182,None,783.450248625013,783.4502924160333,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,375,375,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.6426742499461398,None,None,,,,,,,,,,,0,375,375,447,783.4582045000279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.4526829160168,783.4582045000279,784.4423327500117,784.4423327500117,784.4423327500117,784.5161229160149,784.5161229160149,784.5161229160149,785.1068099580007,period,1.6426742499461398,None,785.1069429580239,785.1070100000361,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,376,376,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.3068231249926612,None,None,,,,,,,,,,,0,376,376,558,785.1179433750222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.1089774580323,785.1179433750222,785.8580835410394,785.8580835410394,785.8580835410394,785.9329037500429,785.9329037500429,785.9329037500429,786.4352034580079,z,1.3068231249926612,None,786.4353660829947,786.4354259580141,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,377,377,0,,,,,100,0,,,,,c-2,poss,0.5,z,0.945675749971997,None,None,,,,,,,,,,,0,377,377,10,786.4476017910056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.4384113330161,786.4476017910056,786.9325628750375,786.9325628750375,786.9325628750375,787.004331083037,787.004331083037,787.004331083037,787.4019972080132,z,0.945675749971997,None,787.4022287499974,787.4023146250402,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,378,378,0,,,,,100,0,,,,,c+2,negs,0.75,z,1.043737499974668,None,None,,,,,,,,,,,0,378,378,482,787.4138182080351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.40475341602,787.4138182080351,788.1493092500023,788.1493092500023,788.1493092500023,788.2223409580183,788.2223409580183,788.2223409580183,788.4688525000238,z,1.043737499974668,None,788.4691078750184,788.4692185830208,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,379,379,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.252471957996022,None,None,,,,,,,,,,,0,379,379,522,788.4814245830057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.4719195000362,788.4814245830057,789.2158376660082,789.2158376660082,789.2158376660082,789.2875335830031,789.2875335830031,789.2875335830031,789.7457806250313,z,1.252471957996022,None,789.7458858750178,789.7459313330473,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,380,380,0,,,,,0,100,,,,,c-4,noss,0.5,z,0.9809897909872234,None,None,,,,,,,,,,,0,380,380,508,789.7525026250514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.747941041016,789.7525026250514,790.2415574580082,790.2415574580082,790.2415574580082,790.3165265000425,790.3165265000425,790.3165265000425,790.7397426250391,z,0.9809897909872234,None,790.7398725410458,790.7399326660088,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,381,381,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.7488604580285028,None,None,,,,,,,,,,,0,381,381,698,790.7515841250424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.7419382910011,790.7515841250424,791.7413003750262,791.7413003750262,791.7413003750262,791.8164167909999,791.8164167909999,791.8164167909999,792.5123418750009,period,1.7488604580285028,None,792.5124470000155,792.5124910000013,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,382,382,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.481863875000272,None,None,,,,,,,,,,,0,382,382,562,792.5190158750047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.5145036660251,792.5190158750047,793.2579745000112,793.2579745000112,793.2579745000112,793.3332317500026,793.3332317500026,793.3332317500026,794.0135939580505,z,1.481863875000272,None,794.0136934580514,794.0137390830205,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,383,383,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.2028536249999888,None,None,,,,,,,,,,,0,383,383,512,794.0208489579963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0157752080122,794.0208489579963,794.5082987910137,794.5082987910137,794.5082987910137,794.5829023330007,794.5829023330007,794.5829023330007,795.2355972080259,z,1.2028536249999888,None,795.2357477500336,795.2358050410403,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,-15.0,,384,384,0,,,,,100,0,,,,,c-4,negs,0.5,z,2.010355292004533,None,None,,,,,,,,,,,0,384,384,337,795.2473039580509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.2381092910073,795.2473039580509,795.7326280410052,795.7326280410052,795.7326280410052,795.8047342500067,795.8047342500067,795.8047342500067,797.2688459160272,z,2.010355292004533,None,797.2689783750102,797.2690332500497,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,385,385,0,,,,,100,0,,,,,c+6,poss,0.5,period,1.0357072500046343,None,None,,,,,,,,,,,0,385,385,178,797.2803337910445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.2713710000389,797.2803337910445,797.7788520000177,797.7788520000177,797.7788520000177,797.8656167500303,797.8656167500303,797.8656167500303,798.3189165830263,period,1.0357072500046343,None,798.3190918750479,798.3192769160378,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,386,386,0,,,,,100,0,,,,,c-6,negs,0.75,z,4.785905707976781,None,None,,,,,,,,,,,0,386,386,314,798.3361692080507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.3219205409987,798.3361692080507,799.0658799580415,799.0658799580415,799.0658799580415,799.138531625038,799.138531625038,799.138531625038,803.1248788750381,z,4.785905707976781,None,803.1249814160401,803.125025166024,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,-15.0,,387,387,0,,,,,100,0,,,,,c-4,negs,1.0,z,3.8815470000263304,None,None,,,,,,,,,,,0,387,387,361,803.1358364160405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.1270224160398,803.1358364160405,804.1262258330244,804.1262258330244,804.1262258330244,804.200130916026,804.200130916026,804.200130916026,807.0201245830394,z,3.8815470000263304,None,807.0202956660069,807.0203559580259,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,388,388,0,,,,,100,0,,,,,c-6,negs,0.5,period,1.1573936250060797,None,None,,,,,,,,,,,0,388,388,299,807.0371902080369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.022895416012,807.0371902080369,807.5164373750449,807.5164373750449,807.5164373750449,807.589326166024,807.589326166024,807.589326166024,808.2025976660079,period,1.1573936250060797,None,808.2028449579957,808.2029616250074,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,389,389,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.3202146249823272,None,None,,,,,,,,,,,0,389,389,15,808.2144979160512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.2054889580468,808.2144979160512,808.9489092080039,808.9489092080039,808.9489092080039,809.0218788330094,809.0218788330094,809.0218788330094,809.5463466250221,z,1.3202146249823272,None,809.546450875001,809.5464936660137,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,390,390,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.5670484160073102,None,None,,,,,,,,,,,0,390,390,696,809.5530632080045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.5484734580386,809.5530632080045,810.5428711660206,810.5428711660206,810.5428711660206,810.6169871659949,810.6169871659949,810.6169871659949,811.1250171250431,period,1.5670484160073102,None,811.1251251250505,811.1251689160126,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,391,391,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.5032871669973247,None,None,,,,,,,,,,,0,391,391,449,811.1360655830358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.1271690830472,811.1360655830358,812.1259649580461,812.1259649580461,812.1259649580461,812.2005943750264,812.2005943750264,812.2005943750264,812.6420354160364,period,1.5032871669973247,None,812.6421598330489,812.6422165830154,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,392,392,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.2377431669738144,None,None,,,,,,,,,,,0,392,392,602,812.6527873330051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.6442276250455,812.6527873330051,813.3933775000041,813.3933775000041,813.3933775000041,813.4671007500147,813.4671007500147,813.4671007500147,813.9033235000097,period,1.2377431669738144,None,813.9034244579962,813.9034677910386,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,393,393,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.8963282499462366,None,None,,,,,,,,,,,0,393,393,84,813.9171927080024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.9054560410441,813.9171927080024,814.4000549580087,814.4000549580087,814.4000549580087,814.4721375000081,814.4721375000081,814.4721375000081,815.8196980000357,z,1.8963282499462366,None,815.8198694160092,815.8199279580149,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,394,394,0,,,,,100,0,,,,,c+2,negs,0.5,period,0.9354611670132726,None,None,,,,,,,,,,,0,394,394,471,815.8316457080073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.8226941250032,815.8316457080073,816.3166955000488,816.3166955000488,816.3166955000488,816.3888425830519,816.3888425830519,816.3888425830519,816.7697347500362,period,0.9354611670132726,None,816.7699179580086,816.7699697500211,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,395,395,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.3589982090052217,None,None,,,,,,,,,,,0,395,395,275,816.7817690829979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.7725911250454,816.7817690829979,817.7668158750166,817.7668158750166,817.7668158750166,817.8391127500217,817.8391127500217,817.8391127500217,818.1517510410049,z,1.3589982090052217,None,818.1518749580137,818.1519265410025,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,396,396,0,,,,,0,100,,,,,c+2,noss,0.5,period,0.9468585000140592,None,None,,,,,,,,,,,0,396,396,637,818.1624324160512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.1538893750403,818.1624324160512,818.6501595830196,818.6501595830196,818.6501595830196,818.7221043750178,818.7221043750178,818.7221043750178,819.1194994160323,period,0.9468585000140592,None,819.1196682080044,819.1197270000121,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,397,397,0,,,,,0,100,,,,,c+0,noss,0.75,period,0.07541345898061991,None,None,,,,,,,,,,,0,397,397,605,819.1317425830057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.1224138330435,819.1317425830057,,,,,,,819.219475165999,period,0.07541345898061991,None,819.2196008330211,819.2196582500474,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,398,398,0,,,,,100,0,,,,,c+2,poss,1.0,period,0.8372667499934323,None,None,,,,,,,,,,,0,398,398,107,819.2303825000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.2218815000379,819.2303825000417,,,,,,,820.0702578750206,period,0.8372667499934323,None,820.0704180410248,820.070499250025,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,399,399,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.5352947079809383,None,None,,,,,,,,,,,0,399,399,488,820.0829708750243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.0737195000402,820.0829708750243,821.0668349160114,821.0668349160114,821.0668349160114,821.1396450410248,821.1396450410248,821.1396450410248,821.6303005410009,period,1.5352947079809383,None,821.6304038329981,821.6304481250118,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,400,400,0,,,,,100,0,,,,,c-8,negs,0.75,period,1.2149287089705467,None,None,,,,,,,,,,,0,400,400,269,821.6368930000463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.6324724580045,821.6368930000463,822.3761229160009,822.3761229160009,822.3761229160009,822.4510962080094,822.4510962080094,822.4510962080094,822.8635779580218,period,1.2149287089705467,None,822.8636783330003,822.8637408330105,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,401,401,0,,,,,100,0,,,,,c+2,negs,1.25,period,0.5809655840275809,None,None,,,,,,,,,,,0,401,401,501,822.870205083047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.8656712500378,822.870205083047,,,,,,,823.4539683750481,period,0.5809655840275809,None,823.4541166250128,823.4541831660317,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,402,402,0,,,,,100,0,,,,,c-2,negs,0.75,period,2.843574875034392,None,None,,,,,,,,,,,0,402,402,395,823.4651462500333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.4564266250236,823.4651462500333,824.1996380000492,824.1996380000492,824.1996380000492,824.272436875035,824.272436875035,824.272436875035,826.3197690829984,period,2.843574875034392,None,826.3198905830504,826.3199365830515,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
8,15.0,,403,403,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.4907662919722497,None,None,,,,,,,,,,,0,403,403,235,826.3309115410084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.3219936250243,826.3309115410084,827.3171092910343,827.3171092910343,827.3171092910343,827.3888480410096,827.3888480410096,827.3888480410096,827.8251546249958,period,1.4907662919722497,None,827.8252586660092,827.8253010000335,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,404,404,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.4479832499637268,None,None,,,,,,,,,,,0,404,404,652,827.8362366250367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.8272511250107,827.8362366250367,828.8268685000367,828.8268685000367,828.8268685000367,828.9009632500238,828.9009632500238,828.9009632500238,829.2867732500308,period,1.4479832499637268,None,829.2869432500447,829.2870030410122,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,405,405,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.418879333010409,None,None,,,,,,,,,,,0,405,405,487,829.2990153330029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.2898361660191,829.2990153330029,830.2839747500257,830.2839747500257,830.2839747500257,830.3559770830325,830.3559770830325,830.3559770830325,830.723260416009,period,1.418879333010409,None,830.7233627500245,830.7234081660281,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,406,406,0,,,,,100,0,,,,,c-2,negs,0.5,z,1.7602531660231762,None,None,,,,,,,,,,,0,406,406,382,830.734121541027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.7253335830173,830.734121541027,831.2172142500058,831.2172142500058,831.2172142500058,831.28945070802,831.28945070802,831.28945070802,832.5033342500101,z,1.7602531660231762,None,832.503507291025,832.5035594160436,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,407,407,0,,,,,100,0,,,,,c+6,poss,1.25,period,1.8579602499958128,None,None,,,,,,,,,,,0,407,407,204,832.5154222080018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.506581625028,832.5154222080018,833.7498420830234,833.7498420830234,833.7498420830234,833.8229486659984,833.8229486659984,833.8229486659984,834.3764444999979,period,1.8579602499958128,None,834.3766616660287,834.3767700410099,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,408,408,0,,,,,0,100,,,,,c+2,noss,0.5,period,0.6398198750102893,None,None,,,,,,,,,,,0,408,408,640,834.3875454160152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.3792867500451,834.3875454160152,834.876264874998,834.876264874998,834.876264874998,834.9512220000033,834.9512220000033,834.9512220000033,835.0367527500493,period,0.6398198750102893,None,835.0368764160085,835.0369294580305,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,409,409,0,,,,,100,0,,,,,c-6,negs,0.75,period,0.4113419160130434,None,None,,,,,,,,,,,0,409,409,305,835.0472948750248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0390148750157,835.0472948750248,,,,,,,835.4700573330047,period,0.4113419160130434,None,835.4701834580046,835.4702475000522,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,410,410,0,,,,,100,0,,,,,c+2,negs,0.75,period,0.3977900840109214,None,None,,,,,,,,,,,0,410,410,477,835.4814840410254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.4727560000028,835.4814840410254,,,,,,,835.8862492910121,period,0.3977900840109214,None,835.886346083018,835.8863919160212,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,411,411,0,,,,,100,0,,,,,c-2,poss,1.0,period,5.904441666032653,None,None,,,,,,,,,,,0,411,411,29,835.8968418750446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.8883529160521,835.8968418750446,836.8840877910261,836.8840877910261,836.8840877910261,836.9571851250366,836.9571851250366,836.9571851250366,841.8037100830115,period,5.904441666032653,None,841.80383995804,841.8038969580084,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,412,412,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.5286988749867305,None,None,,,,,,,,,,,0,412,412,70,841.815059458022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.8060806250433,841.815059458022,842.800289750041,842.800289750041,842.800289750041,842.8730743750348,842.8730743750348,842.8730743750348,843.3536382080056,z,1.5286988749867305,None,843.3537675410043,843.3538269160199,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
