center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,712.8638733749976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,89,up,0.5,1.5,1.5,30,712.855634749998,712.8638733749976,713.3515917909972,713.3515917909972,713.4247144999972,713.4247144999972,715.2545043749997,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,715.2638108329993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,90,up,0.5,-6.5,-6.5,-30,715.2561557910012,715.2638108329993,715.7517984579972,715.7517984579972,715.8248954999945,715.8248954999945,716.421480500001,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,716.4316044579973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,91,down,0.5,-3.5,-3.5,,716.4233701249977,716.4316044579973,716.9184600410008,716.9184600410008,716.9911515409985,716.9911515409985,717.554587957995,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,717.5641919159971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,92,up,0.5,-7.5,-7.5,-30,717.5560740000001,717.5641919159971,718.0518558330004,718.0518558330004,718.1242029159985,718.1242029159985,718.6212603329986,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,718.6310465829956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,93,up,0.5,2.0,2.0,30,718.6227035409975,718.6310465829956,719.1185928749983,719.1185928749983,719.1916275830008,719.1916275830008,719.7937747499964,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,719.8186089579976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,94,down,0.5,-3.5,-3.5,,719.7949319580002,719.8186089579976,720.2950484159956,720.2950484159956,720.3690467079941,720.3690467079941,720.9141551659995,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,720.9205367909963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,95,up,0.5,2.0,2.0,30,720.9153251659955,720.9205367909963,721.4106134159956,721.4106134159956,721.4859160829947,721.4859160829947,722.1378615829963,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,722.1468577909982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,96,up,0.5,2.5,2.5,30,722.1390733329972,722.1468577909982,722.635334999999,722.635334999999,722.7074390829948,722.7074390829948,723.1937559159996,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,723.2188222499972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,97,up,0.5,-6.0,-6.0,-30,723.1948774159973,723.2188222499972,723.6941897910001,723.6941897910001,723.7691619159959,723.7691619159959,724.1104177079978,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,724.1355291660002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,98,up,0.5,2.5,2.5,30,724.1117863749969,724.1355291660002,724.610935165998,724.610935165998,724.6858682909951,724.6858682909951,725.0548229159976,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,725.0641022079944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,99,up,0.5,-7.0,-7.0,-30,725.055976124997,725.0641022079944,725.5521038750012,725.5521038750012,725.6240486659954,725.6240486659954,726.0379678329991,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,726.047637290998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,100,up,0.5,-3.0,-3.0,,726.0393754159959,726.047637290998,726.5354136249953,726.5354136249953,726.6082813749963,726.6082813749963,726.9193384579994,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,726.9250474159999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,101,up,0.5,-3.0,-3.0,,726.9204862499973,726.9250474159999,727.4106891659976,727.4106891659976,727.4859799159967,727.4859799159967,727.8216130829969,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,727.8318409159983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,102,up,0.5,-6.5,-6.5,-30,727.8233298749983,727.8318409159983,728.3180869579955,728.3180869579955,728.3912787079971,728.3912787079971,728.804727540999,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,728.8143545829953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,103,up,0.5,3.0,3.0,30,728.8061876659995,728.8143545829953,729.3022177499952,729.3022177499952,729.374322290998,729.374322290998,729.8436448329958,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,729.8531362499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,104,up,0.5,-2.5,-2.5,,729.8449733749949,729.8531362499998,730.3454942079989,730.3454942079989,730.4194664999959,730.4194664999959,730.8892807909942,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,730.8995473329996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,105,up,0.5,-2.5,-2.5,,730.8910634159984,730.8995473329996,731.3853624580006,731.3853624580006,731.4585718329981,731.4585718329981,731.8383053750003,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,731.8477414160006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,106,up,0.5,3.0,3.0,30,731.8397136249987,731.8477414160006,732.3357686659947,732.3357686659947,732.407601166,732.407601166,733.038940665996,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,733.0482723749956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,107,up,0.5,-5.5,-5.5,-30,733.0402094159945,733.0482723749956,733.535890207997,733.535890207997,733.6080767909953,733.6080767909953,734.0932909580006,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,734.1024591249952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,108,up,0.5,3.5,3.5,30,734.0944737499958,734.1024591249952,734.5946280409989,734.5946280409989,734.6696292499983,734.6696292499983,735.2880743329952,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,735.2971462499991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,109,down,0.5,-6.0,-6.0,-30,735.2892191659994,735.2971462499991,735.7859288330001,735.7859288330001,735.8586959999957,735.8586959999957,736.6552945410003,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,736.6652553749955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,110,up,0.5,-2.0,-2.0,,736.656715457997,736.6652553749955,737.1525160409947,737.1525160409947,737.224825665995,737.224825665995,737.6886285,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,737.6979323749983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,111,up,0.5,-2.0,-2.0,,737.6897913749999,737.6979323749983,738.1858571659977,738.1858571659977,738.2582630409961,738.2582630409961,738.7553324580003,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,738.7660499159974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,112,up,0.5,3.5,3.5,30,738.7573268329943,738.7660499159974,739.252599624997,739.252599624997,739.3250635410004,739.3250635410004,739.7551845829948,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,739.7697916249963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,113,up,0.5,-6.0,-6.0,-30,739.756316250001,739.7697916249963,740.2525940409978,740.2525940409978,740.3245924579969,740.3245924579969,740.839598874998,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,740.8499431659948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,114,up,0.5,4.0,4.0,30,740.8414643329961,740.8499431659948,741.336103665999,741.336103665999,741.4083414159977,741.4083414159977,741.8060707499972,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,741.8157985829966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,115,up,0.5,4.0,4.0,30,741.807451916,741.8157985829966,742.3026419159942,742.3026419159942,742.3748348329973,742.3748348329973,742.8202543329971,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,742.8259430409962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,116,up,0.5,-1.5,-1.5,,742.8214023330002,742.8259430409962,743.311676958001,743.311676958001,743.3866118750011,743.3866118750011,743.9199341249987,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,743.9255832499985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,117,down,0.5,-6.5,-6.5,-30,743.9210959999982,743.9255832499985,744.4112584159957,744.4112584159957,744.4866407910013,744.4866407910013,745.0224587499979,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,745.0324370829985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,118,up,0.5,-1.5,-1.5,,745.0238905829974,745.0324370829985,745.5196177079997,745.5196177079997,745.5913142909994,745.5913142909994,745.9272359999959,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,745.9362162499965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,119,up,0.5,-5.5,-5.5,-30,745.9283648749988,745.9362162499965,746.4283464999971,746.4283464999971,746.5033806249994,746.5033806249994,746.811279124995,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,746.8364323329952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,120,up,0.5,-1.0,-1.0,,746.8126749160001,746.8364323329952,747.311743708,747.311743708,747.3867296659955,747.3867296659955,747.8563518749943,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,747.866248665996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,121,up,0.5,-6.0,-6.0,-30,747.8578699159989,747.866248665996,748.3530093749941,748.3530093749941,748.4257863749954,748.4257863749954,749.477834665995,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,749.4870822499943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,122,up,0.5,4.5,4.5,30,749.4789447079966,749.4870822499943,749.9784554159996,749.9784554159996,750.0536016659971,750.0536016659971,750.789443499998,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,750.7992272909978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,123,up,0.5,4.5,4.5,30,750.7908831659952,750.7992272909978,751.2862671249968,751.2862671249968,751.358898790997,751.358898790997,751.8451544999989,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,751.8552054999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,124,up,0.5,-5.0,-5.0,-30,751.8463380409958,751.8552054999964,752.345186999999,752.345186999999,752.4199794579981,752.4199794579981,752.8558176660008,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,752.8655979999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,125,up,0.5,-1.0,-1.0,,752.8572534999985,752.8655979999967,753.3531826249964,753.3531826249964,753.4248210410005,753.4248210410005,753.9389967079987,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,753.9489438329983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,126,up,0.5,5.0,5.0,30,753.9404777909949,753.9489438329983,754.4365250409974,754.4365250409974,754.508895291001,754.508895291001,754.9900421659986,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,754.9999729999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,127,up,0.5,-5.5,-5.5,-30,754.9915338749997,754.9999729999981,755.4865231250005,755.4865231250005,755.5588890829968,755.5588890829968,756.0723637499977,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,756.0816060409998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,128,up,0.5,5.0,5.0,30,756.0738093330001,756.0816060409998,756.5699052079945,756.5699052079945,756.642327290996,756.642327290996,757.0438726249995,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,757.0529633330007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,129,up,0.5,-0.5,-0.5,,757.0449997909964,757.0529633330007,757.5460401659948,757.5460401659948,757.620528374995,757.620528374995,758.2726339579967,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,758.2819154159952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,130,up,0.5,-0.5,-0.5,,758.2738009579989,758.2819154159952,758.7699898749997,758.7699898749997,758.8429570000008,758.8429570000008,759.3726012080006,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,759.3825260410013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,131,up,0.5,-4.5,-4.5,-30,759.3740161249953,759.3825260410013,759.8702062909942,759.8702062909942,759.9421278329974,759.9421278329974,760.479543165995,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
